100,0,100
71.63004,40.25825,87.20702
29.31161,21.26088,92.13193
81.58369,19.6298,98.48083
74.23552,20.92759,78.14998
53.52198,42.54266,77.81364
43.48404,68.82375,60.87674
3.531107,100,28.6606
46.52147,6.943409,61.41728
35.50648,74.77779,37.89181
26.46134,38.31416,68.61424
15.76126,53.36536,45.0233
47.4567,37.60307,52.70619
7.219913,27.75998,38.83475
26.43188,26.89899,23.61556
0,44.00426,20.78134
53.25457,85.51589,10.7267
26.95297,99.86113,9.693672
5.697766,82.80793,0
32.64516,76.09184,16.12121
10.61161,78.72516,37.66959
54.32821,15.95119,88.28343
22.82801,17.38024,61.1073
14.33626,66.70782,18.90224
