100,94.69586,100
74.79836,18.47932,36.78897
65.79171,79.82968,66.39747
78.96996,74.44039,88.28125
23.40818,0,51.61956
28.27227,99.90268,25.17556
65.86635,100,22.22612
79.65002,47.77372,97.02423
70.3987,55.64933,68.69843
47.50472,49.97567,61.06917
66.563,66.6545,82.24192
82.03023,46.27737,38.01791
74.16807,12.59124,57.74228
44.79277,71.25304,0
47.78835,12.60097,47.25421
80.78829,39.40389,18.16845
35.52902,38.35767,36.38518
72.28546,69.19708,43.84907
53.74966,79.19708,29.02914
81.10966,92.36618,54.87184
61.35398,40.60053,53.90705
62.42081,39.88166,35.82897
61.28424,30.52312,78.30934
0,48.90511,70.18083
20.49304,55.68127,95.8743
